date,is_weekend,is_holiday,admin_type,district,population,area_km2,vehicle_count,temperature,rainfall,humidity,air_quality,special_event,traffic_congestion_level
25/07/2022,FALSE,FALSE,Quận,Long Biên,322549,599,328753,261,1711,75,109,0,74
25/07/2022,FALSE,FALSE,Quận,Nam Từ Liêm,264246,322,264271,263,1900,68,120,0,56
25/07/2022,FALSE,FALSE,Quận,Bắc Từ Liêm,335110,453,340103,254,1916,73,149,0,71
25/07/2022,FALSE,FALSE,Quận,Hà Đông,397854,483,400115,255,1955,79,120,0,63
25/07/2022,FALSE,FALSE,Huyện,Thanh Trì,275745,63,284468,257,2008,79,97,0,41
25/07/2022,FALSE,FALSE,Huyện,Gia Lâm,286102,115,288986,247,1564,80,137,0,48
25/07/2022,FALSE,FALSE,Huyện,Đông Anh,405749,182,405791,249,2159,66,132,0,55
25/07/2022,FALSE,FALSE,Huyện,Sóc Sơn,343432,306,345200,264,1451,81,95,0,19
25/07/2022,FALSE,FALSE,Huyện,Ba Vì,424030,424,434621,252,1966,80,138,4,42
25/07/2022,FALSE,FALSE,Huyện,Phúc Thọ,117190,117,119023,254,2029,69,123,0,47
25/07/2022,FALSE,FALSE,Huyện,Thạch Thất,184590,184,188909,239,1510,67,148,0,24
25/07/2022,FALSE,FALSE,Huyện,Quốc Oai,147910,148,152680,259,1623,72,88,0,45
25/07/2022,FALSE,FALSE,Huyện,Chương Mỹ,232410,232,234442,244,1806,77,112,0,30
25/07/2022,FALSE,FALSE,Huyện,Đan Phượng,77350,77,79034,259,1537,82,148,0,38
25/07/2022,FALSE,FALSE,Huyện,Hoài Đức,82470,82,82919,251,1714,70,106,0,67
25/07/2022,FALSE,FALSE,Huyện,Mỹ Đức,226200,226,229084,255,1869,65,128,6,20
25/07/2022,FALSE,FALSE,Huyện,Ứng Hòa,183750,184,184233,253,1831,77,135,0,50
25/07/2022,FALSE,FALSE,Huyện,Thường Tín,127390,127,128202,252,1600,84,143,0,17
25/07/2022,FALSE,FALSE,Huyện,Phú Xuyên,171100,171,178791,255,1984,66,94,0,35
25/07/2022,FALSE,FALSE,Huyện,Mê Linh,240555,142,243464,273,2045,78,92,0,47
25/07/2022,FALSE,FALSE,Huyện,Sơn Tây,145856,113,146957,257,1803,73,86,0,21
26/07/2022,FALSE,FALSE,Quận,Ba Đình,221893,92,45195,261,1832,84,126,5,80
26/07/2022,FALSE,FALSE,Quận,Hoàn Kiếm,135618,53,136048,263,2117,73,121,0,71
26/07/2022,FALSE,FALSE,Quận,Hai Bà Trưng,303586,101,309413,268,1682,70,119,0,78
26/07/2022,FALSE,FALSE,Quận,Đống Đa,371606,99,375571,27,1743,70,97,0,73
26/07/2022,FALSE,FALSE,Quận,Tây Hồ,160495,244,291577,254,1921,80,125,0,53
26/07/2022,FALSE,FALSE,Quận,Cầu Giấy,292536,123,299004,273,1709,70,125,4,93
26/07/2022,FALSE,FALSE,Quận,Thanh Xuân,293524,91,294969,276,1887,69,82,0,75
26/07/2022,FALSE,FALSE,Quận,Hoàng Mai,506347,403,511360,261,2150,69,143,0,72
26/07/2022,FALSE,FALSE,Quận,Long Biên,322549,599,328753,261,2032,83,111,0,74
26/07/2022,FALSE,FALSE,Quận,Nam Từ Liêm,264246,322,264271,263,1834,83,143,0,56
26/07/2022,FALSE,FALSE,Quận,Bắc Từ Liêm,335110,453,340103,254,1709,69,140,0,71
26/07/2022,FALSE,FALSE,Quận,Hà Đông,397854,483,400115,255,1907,80,117,0,63
26/07/2022,FALSE,FALSE,Huyện,Thanh Trì,275745,63,284468,257,2106,79,85,6,41
26/07/2022,FALSE,FALSE,Huyện,Gia Lâm,286102,115,288986,247,1516,78,95,0,48
26/07/2022,FALSE,FALSE,Huyện,Đông Anh,405749,182,405791,249,1872,80,111,0,55
26/07/2022,FALSE,FALSE,Huyện,Sóc Sơn,343432,306,345200,264,2137,72,98,0,19
26/07/2022,FALSE,FALSE,Huyện,Ba Vì,424030,424,434621,252,1962,77,139,0,42
26/07/2022,FALSE,FALSE,Huyện,Phúc Thọ,117190,117,119023,254,1495,73,103,0,47
26/07/2022,FALSE,FALSE,Huyện,Thạch Thất,184590,184,188909,239,1710,77,115,0,24
26/07/2022,FALSE,FALSE,Huyện,Quốc Oai,147910,148,152680,259,1788,71,122,0,45
26/07/2022,FALSE,FALSE,Huyện,Chương Mỹ,232410,232,234442,244,1799,73,118,0,30
26/07/2022,FALSE,FALSE,Huyện,Đan Phượng,77350,77,79034,259,1793,77,98,0,38
26/07/2022,FALSE,FALSE,Huyện,Hoài Đức,82470,82,82919,251,1919,84,109,0,67
26/07/2022,FALSE,FALSE,Huyện,Mỹ Đức,226200,226,229084,255,2052,82,85,0,20
26/07/2022,FALSE,FALSE,Huyện,Ứng Hòa,183750,184,184233,253,2123,75,138,0,50
26/07/2022,FALSE,FALSE,Huyện,Thường Tín,127390,127,128202,252,1963,74,104,0,17
26/07/2022,FALSE,FALSE,Huyện,Phú Xuyên,171100,171,178791,255,1640,80,138,0,35
26/07/2022,FALSE,FALSE,Huyện,Mê Linh,240555,142,243464,273,1631,74,82,0,47
26/07/2022,FALSE,FALSE,Huyện,Sơn Tây,145856,113,146957,257,1667,77,106,0,21
27/07/2022,FALSE,FALSE,Quận,Ba Đình,221893,92,45195,261,1462,71,91,0,80
27/07/2022,FALSE,FALSE,Quận,Hoàn Kiếm,135618,53,136048,263,1715,66,141,0,71
27/07/2022,FALSE,FALSE,Quận,Hai Bà Trưng,303586,101,309413,268,1480,79,128,0,78
27/07/2022,FALSE,FALSE,Quận,Đống Đa,371606,99,375571,27,1453,65,115,0,73
27/07/2022,FALSE,FALSE,Quận,Tây Hồ,160495,244,291577,254,1770,68,104,0,53
27/07/2022,FALSE,FALSE,Quận,Cầu Giấy,292536,123,299004,273,1885,74,125,0,93
27/07/2022,FALSE,FALSE,Quận,Thanh Xuân,293524,91,294969,276,1558,76,143,0,75
27/07/2022,FALSE,FALSE,Quận,Hoàng Mai,506347,403,511360,261,1524,84,88,0,72
27/07/2022,FALSE,FALSE,Quận,Long Biên,322549,599,328753,261,1774,74,116,0,74
27/07/2022,FALSE,FALSE,Quận,Nam Từ Liêm,264246,322,264271,263,1575,75,84,0,56
27/07/2022,FALSE,FALSE,Quận,Bắc Từ Liêm,335110,453,340103,254,1744,74,111,0,71
27/07/2022,FALSE,FALSE,Quận,Hà Đông,397854,483,400115,255,2060,78,98,0,63
27/07/2022,FALSE,FALSE,Huyện,Thanh Trì,275745,63,284468,257,2020,83,89,0,41
27/07/2022,FALSE,FALSE,Huyện,Gia Lâm,286102,115,288986,247,1503,69,111,0,48
27/07/2022,FALSE,FALSE,Huyện,Đông Anh,405749,182,405791,249,2108,75,120,0,55
27/07/2022,FALSE,FALSE,Huyện,Sóc Sơn,343432,306,345200,264,1843,76,137,0,19
27/07/2022,FALSE,FALSE,Huyện,Ba Vì,424030,424,434621,252,1597,68,112,0,42
27/07/2022,FALSE,FALSE,Huyện,Phúc Thọ,117190,117,119023,254,1622,70,135,0,47
27/07/2022,FALSE,FALSE,Huyện,Thạch Thất,184590,184,188909,239,2047,84,83,0,24
27/07/2022,FALSE,FALSE,Huyện,Quốc Oai,147910,148,152680,259,1515,71,85,0,45
27/07/2022,FALSE,FALSE,Huyện,Chương Mỹ,232410,232,234442,244,1907,74,100,4,30
27/07/2022,FALSE,FALSE,Huyện,Đan Phượng,77350,77,79034,259,1529,82,112,0,38
27/07/2022,FALSE,FALSE,Huyện,Hoài Đức,82470,82,82919,251,1752,70,135,0,67
27/07/2022,FALSE,FALSE,Huyện,Mỹ Đức,226200,226,229084,255,1789,80,140,0,20
27/07/2022,FALSE,FALSE,Huyện,Ứng Hòa,183750,184,184233,253,1551,74,92,0,50
27/07/2022,FALSE,FALSE,Huyện,Thường Tín,127390,127,128202,252,1963,73,104,0,17
27/07/2022,FALSE,FALSE,Huyện,Phú Xuyên,171100,171,178791,255,1656,75,91,0,35
27/07/2022,FALSE,FALSE,Huyện,Mê Linh,240555,142,243464,273,1471,80,101,0,47
27/07/2022,FALSE,FALSE,Huyện,Sơn Tây,145856,113,146957,257,1639,79,112,0,21
28/07/2022,FALSE,FALSE,Quận,Ba Đình,221893,92,45195,261,2093,77,86,0,80
28/07/2022,FALSE,FALSE,Quận,Hoàn Kiếm,135618,53,136048,263,1674,68,87,0,71
28/07/2022,FALSE,FALSE,Quận,Hai Bà Trưng,303586,101,309413,268,1741,75,93,0,78
28/07/2022,FALSE,FALSE,Quận,Đống Đa,371606,99,375571,27,1636,77,149,0,73
28/07/2022,FALSE,FALSE,Quận,Tây Hồ,160495,244,291577,254,2066,84,109,0,53
28/07/2022,FALSE,FALSE,Quận,Cầu Giấy,292536,123,299004,273,1461,66,86,5,93
28/07/2022,FALSE,FALSE,Quận,Thanh Xuân,293524,91,294969,276,1868,66,91,0,75
28/07/2022,FALSE,FALSE,Quận,Hoàng Mai,506347,403,511360,261,1509,75,127,6,72
28/07/2022,FALSE,FALSE,Quận,Long Biên,322549,599,328753,261,1917,66,130,0,74
28/07/2022,FALSE,FALSE,Quận,Nam Từ Liêm,264246,322,264271,263,1447,77,89,0,56
28/07/2022,FALSE,FALSE,Quận,Bắc Từ Liêm,335110,453,340103,254,1471,81,131,0,71
28/07/2022,FALSE,FALSE,Quận,Hà Đông,397854,483,400115,255,1933,67,121,0,63
28/07/2022,FALSE,FALSE,Huyện,Thanh Trì,275745,63,284468,257,2159,71,81,0,41
28/07/2022,FALSE,FALSE,Huyện,Gia Lâm,286102,115,288986,247,2132,66,110,0,48
28/07/2022,FALSE,FALSE,Huyện,Đông Anh,405749,182,405791,249,1645,65,126,0,55
28/07/2022,FALSE,FALSE,Huyện,Sóc Sơn,343432,306,345200,264,1461,73,84,0,19
28/07/2022,FALSE,FALSE,Huyện,Ba Vì,424030,424,434621,252,1646,68,132,0,42
28/07/2022,FALSE,FALSE,Huyện,Phúc Thọ,117190,117,119023,254,1993,77,128,4,47
28/07/2022,FALSE,FALSE,Huyện,Thạch Thất,184590,184,188909,239,1980,72,145,0,24
28/07/2022,FALSE,FALSE,Huyện,Quốc Oai,147910,148,152680,259,1809,80,84,0,45
28/07/2022,FALSE,FALSE,Huyện,Chương Mỹ,232410,232,234442,244,1582,80,137,0,30
28/07/2022,FALSE,FALSE,Huyện,Đan Phượng,77350,77,79034,259,1755,78,128,0,38
28/07/2022,FALSE,FALSE,Huyện,Hoài Đức,82470,82,82919,251,1519,84,116,0,67
28/07/2022,FALSE,FALSE,Huyện,Mỹ Đức,226200,226,229084,255,1765,77,91,0,20
28/07/2022,FALSE,FALSE,Huyện,Ứng Hòa,183750,184,184233,253,2046,84,106,0,50
28/07/2022,FALSE,FALSE,Huyện,Thường Tín,127390,127,128202,252,1693,69,121,0,17
28/07/2022,FALSE,FALSE,Huyện,Phú Xuyên,171100,171,178791,255,2143,83,116,0,35
28/07/2022,FALSE,FALSE,Huyện,Mê Linh,240555,142,243464,273,2081,66,85,0,47
28/07/2022,FALSE,FALSE,Huyện,Sơn Tây,145856,113,146957,257,1730,74,138,0,21
29/07/2022,TRUE,FALSE,Quận,Ba Đình,221893,92,45195,261,1870,81,123,0,80
29/07/2022,TRUE,FALSE,Quận,Hoàn Kiếm,135618,53,136048,263,2094,77,149,0,71
29/07/2022,TRUE,FALSE,Quận,Hai Bà Trưng,303586,101,309413,268,1714,71,90,4,78
29/07/2022,TRUE,FALSE,Quận,Đống Đa,371606,99,375571,27,1444,76,113,0,73
29/07/2022,TRUE,FALSE,Quận,Tây Hồ,160495,244,291577,254,1498,82,102,0,53
29/07/2022,TRUE,FALSE,Quận,Cầu Giấy,292536,123,299004,273,1816,70,148,0,93
29/07/2022,TRUE,FALSE,Quận,Thanh Xuân,293524,91,294969,276,2145,82,137,0,75
29/07/2022,TRUE,FALSE,Quận,Hoàng Mai,506347,403,511360,261,2001,74,80,0,72
29/07/2022,TRUE,FALSE,Quận,Long Biên,322549,599,328753,261,2123,66,140,0,74
29/07/2022,TRUE,FALSE,Quận,Nam Từ Liêm,264246,322,264271,263,1513,67,115,0,56
29/07/2022,TRUE,FALSE,Quận,Bắc Từ Liêm,335110,453,340103,254,1507,65,133,0,71
29/07/2022,TRUE,FALSE,Quận,Hà Đông,397854,483,400115,255,1954,80,138,0,63
29/07/2022,TRUE,FALSE,Huyện,Thanh Trì,275745,63,284468,257,2063,84,101,3,41
29/07/2022,TRUE,FALSE,Huyện,Gia Lâm,286102,115,288986,247,1955,76,113,0,48
29/07/2022,TRUE,FALSE,Huyện,Đông Anh,405749,182,405791,249,1771,72,81,0,55
29/07/2022,TRUE,FALSE,Huyện,Sóc Sơn,343432,306,345200,264,1895,65,103,0,19
29/07/2022,TRUE,FALSE,Huyện,Ba Vì,424030,424,434621,252,1544,72,145,0,42
29/07/2022,TRUE,FALSE,Huyện,Phúc Thọ,117190,117,119023,254,1558,68,147,0,47
29/07/2022,TRUE,FALSE,Huyện,Thạch Thất,184590,184,188909,239,1615,71,118,0,24
29/07/2022,TRUE,FALSE,Huyện,Quốc Oai,147910,148,152680,259,1557,80,128,0,45
29/07/2022,TRUE,FALSE,Huyện,Chương Mỹ,232410,232,234442,244,2094,75,132,0,30
29/07/2022,TRUE,FALSE,Huyện,Đan Phượng,77350,77,79034,259,1492,68,81,0,38
29/07/2022,TRUE,FALSE,Huyện,Hoài Đức,82470,82,82919,251,1748,72,84,5,67
29/07/2022,TRUE,FALSE,Huyện,Mỹ Đức,226200,226,229084,255,1503,82,101,0,20
29/07/2022,TRUE,FALSE,Huyện,Ứng Hòa,183750,184,184233,253,1779,73,130,5,50
29/07/2022,TRUE,FALSE,Huyện,Thường Tín,127390,127,128202,252,1575,69,121,0,17
29/07/2022,TRUE,FALSE,Huyện,Phú Xuyên,171100,171,178791,255,1516,76,109,0,35
29/07/2022,TRUE,FALSE,Huyện,Mê Linh,240555,142,243464,273,1728,69,126,0,47
29/07/2022,TRUE,FALSE,Huyện,Sơn Tây,145856,113,146957,257,1533,74,106,0,21
30/07/2022,TRUE,FALSE,Quận,Ba Đình,221893,92,45195,261,1689,67,103,0,80
30/07/2022,TRUE,FALSE,Quận,Hoàn Kiếm,135618,53,136048,263,1708,84,116,3,71
30/07/2022,TRUE,FALSE,Quận,Hai Bà Trưng,303586,101,309413,268,1580,71,95,0,78
30/07/2022,TRUE,FALSE,Quận,Đống Đa,371606,99,375571,27,1792,70,129,0,73
30/07/2022,TRUE,FALSE,Quận,Tây Hồ,160495,244,291577,254,1838,72,142,0,53
30/07/2022,TRUE,FALSE,Quận,Cầu Giấy,292536,123,299004,273,2041,79,94,0,93
30/07/2022,TRUE,FALSE,Quận,Thanh Xuân,293524,91,294969,276,1447,73,102,6,75
30/07/2022,TRUE,FALSE,Quận,Hoàng Mai,506347,403,511360,261,1565,65,129,0,72
30/07/2022,TRUE,FALSE,Quận,Long Biên,322549,599,328753,261,1660,65,111,0,74
30/07/2022,TRUE,FALSE,Quận,Nam Từ Liêm,264246,322,264271,263,1708,83,91,0,56
30/07/2022,TRUE,FALSE,Quận,Bắc Từ Liêm,335110,453,340103,254,2156,68,128,0,71
30/07/2022,TRUE,FALSE,Quận,Hà Đông,397854,483,400115,255,1850,71,101,0,63
30/07/2022,TRUE,FALSE,Huyện,Thanh Trì,275745,63,284468,257,1756,76,109,0,41
30/07/2022,TRUE,FALSE,Huyện,Gia Lâm,286102,115,288986,247,1952,80,84,0,48
30/07/2022,TRUE,FALSE,Huyện,Đông Anh,405749,182,405791,249,1793,77,113,0,55
30/07/2022,TRUE,FALSE,Huyện,Sóc Sơn,343432,306,345200,264,2003,79,142,0,19
30/07/2022,TRUE,FALSE,Huyện,Ba Vì,424030,424,434621,252,1618,68,87,3,42
30/07/2022,TRUE,FALSE,Huyện,Phúc Thọ,117190,117,119023,254,1839,81,95,0,47
30/07/2022,TRUE,FALSE,Huyện,Thạch Thất,184590,184,188909,239,2061,74,131,0,24
30/07/2022,TRUE,FALSE,Huyện,Quốc Oai,147910,148,152680,259,2042,77,123,0,45
30/07/2022,TRUE,FALSE,Huyện,Chương Mỹ,232410,232,234442,244,1787,78,131,0,30
30/07/2022,TRUE,FALSE,Huyện,Đan Phượng,77350,77,79034,259,2048,72,89,0,38
30/07/2022,TRUE,FALSE,Huyện,Hoài Đức,82470,82,82919,251,1473,74,100,0,67
30/07/2022,TRUE,FALSE,Huyện,Mỹ Đức,226200,226,229084,255,1757,65,114,0,20
30/07/2022,TRUE,FALSE,Huyện,Ứng Hòa,183750,184,184233,253,1448,72,116,0,50
30/07/2022,TRUE,FALSE,Huyện,Thường Tín,127390,127,128202,252,1950,68,113,0,17
30/07/2022,TRUE,FALSE,Huyện,Phú Xuyên,171100,171,178791,255,1810,77,105,0,35
30/07/2022,TRUE,FALSE,Huyện,Mê Linh,240555,142,243464,273,2151,65,82,0,47
30/07/2022,TRUE,FALSE,Huyện,Sơn Tây,145856,113,146957,257,1880,71,112,0,21
31/07/2022,FALSE,FALSE,Quận,Ba Đình,221893,92,45195,261,1720,83,118,0,80
31/07/2022,FALSE,FALSE,Quận,Hoàn Kiếm,135618,53,136048,263,1653,80,84,0,71
31/07/2022,FALSE,FALSE,Quận,Hai Bà Trưng,303586,101,309413,268,1610,74,89,0,78
31/07/2022,FALSE,FALSE,Quận,Đống Đa,371606,99,375571,27,1574,70,149,0,73
31/07/2022,FALSE,FALSE,Quận,Tây Hồ,160495,244,291577,254,1828,80,88,5,53
31/07/2022,FALSE,FALSE,Quận,Cầu Giấy,292536,123,299004,273,1684,80,134,0,93
31/07/2022,FALSE,FALSE,Quận,Thanh Xuân,293524,91,294969,276,1884,66,130,0,75
31/07/2022,FALSE,FALSE,Quận,Hoàng Mai,506347,403,511360,261,1665,67,138,0,72
31/07/2022,FALSE,FALSE,Quận,Long Biên,322549,599,328753,261,1941,80,139,0,74
31/07/2022,FALSE,FALSE,Quận,Nam Từ Liêm,264246,322,264271,263,1901,83,97,0,56
31/07/2022,FALSE,FALSE,Quận,Bắc Từ Liêm,335110,453,340103,254,2039,75,112,0,71
31/07/2022,FALSE,FALSE,Quận,Hà Đông,397854,483,400115,255,1975,79,85,6,63
31/07/2022,FALSE,FALSE,Huyện,Thanh Trì,275745,63,284468,257,1974,74,137,0,41
31/07/2022,FALSE,FALSE,Huyện,Gia Lâm,286102,115,288986,247,1576,75,118,0,48
31/07/2022,FALSE,FALSE,Huyện,Đông Anh,405749,182,405791,249,1973,68,136,0,55
31/07/2022,FALSE,FALSE,Huyện,Sóc Sơn,343432,306,345200,264,2032,66,149,0,19
31/07/2022,FALSE,FALSE,Huyện,Ba Vì,424030,424,434621,252,1625,70,149,0,42
31/07/2022,FALSE,FALSE,Huyện,Phúc Thọ,117190,117,119023,254,1837,79,85,0,47
31/07/2022,FALSE,FALSE,Huyện,Thạch Thất,184590,184,188909,239,1734,78,148,3,24
31/07/2022,FALSE,FALSE,Huyện,Quốc Oai,147910,148,152680,259,1615,65,120,0,45
31/07/2022,FALSE,FALSE,Huyện,Chương Mỹ,232410,232,234442,244,1979,80,132,0,30
31/07/2022,FALSE,FALSE,Huyện,Đan Phượng,77350,77,79034,259,2106,78,119,0,38
31/07/2022,FALSE,FALSE,Huyện,Hoài Đức,82470,82,82919,251,1567,73,112,0,67
31/07/2022,FALSE,FALSE,Huyện,Mỹ Đức,226200,226,229084,255,1768,78,96,0,20
31/07/2022,FALSE,FALSE,Huyện,Ứng Hòa,183750,184,184233,253,1991,75,84,0,50
31/07/2022,FALSE,FALSE,Huyện,Thường Tín,127390,127,128202,252,1653,68,95,0,17
31/07/2022,FALSE,FALSE,Huyện,Phú Xuyên,171100,171,178791,255,1914,71,99,0,35
31/07/2022,FALSE,FALSE,Huyện,Mê Linh,240555,142,243464,273,1767,73,89,0,47
31/07/2022,FALSE,FALSE,Huyện,Sơn Tây,145856,113,146957,257,2139,70,86,0,21
01/08/2022,FALSE,FALSE,Quận,Ba Đình,221893,92,45195,261,1801,70,103,0,80
01/08/2022,FALSE,FALSE,Quận,Hoàn Kiếm,135618,53,136048,263,1683,72,90,0,71
01/08/2022,FALSE,FALSE,Quận,Hai Bà Trưng,303586,101,309413,268,1514,80,121,0,78
01/08/2022,FALSE,FALSE,Quận,Đống Đa,371606,99,375571,27,1583,66,149,0,73
01/08/2022,FALSE,FALSE,Quận,Tây Hồ,160495,244,291577,254,1677,66,137,0,53
01/08/2022,FALSE,FALSE,Quận,Cầu Giấy,292536,123,299004,273,1814,77,147,0,93
01/08/2022,FALSE,FALSE,Quận,Thanh Xuân,293524,91,294969,276,1432,71,89,5,75
01/08/2022,FALSE,FALSE,Quận,Hoàng Mai,506347,403,511360,261,1589,78,105,0,72
01/08/2022,FALSE,FALSE,Quận,Long Biên,322549,599,328753,261,1339,66,147,0,74
01/08/2022,FALSE,FALSE,Quận,Nam Từ Liêm,264246,322,264271,263,1719,65,148,0,56
01/08/2022,FALSE,FALSE,Quận,Bắc Từ Liêm,335110,453,340103,254,1726,74,98,0,71
01/08/2022,FALSE,FALSE,Quận,Hà Đông,397854,483,400115,255,1344,70,87,0,63
01/08/2022,FALSE,FALSE,Huyện,Thanh Trì,275745,63,284468,257,1362,69,82,0,41
01/08/2022,FALSE,FALSE,Huyện,Gia Lâm,286102,115,288986,247,1874,81,97,0,48
01/08/2022,FALSE,FALSE,Huyện,Đông Anh,405749,182,405791,249,1644,74,101,0,55
01/08/2022,FALSE,FALSE,Huyện,Sóc Sơn,343432,306,345200,264,1618,75,138,0,19
01/08/2022,FALSE,FALSE,Huyện,Ba Vì,424030,424,434621,252,1364,80,113,0,42
01/08/2022,FALSE,FALSE,Huyện,Phúc Thọ,117190,117,119023,254,1409,74,109,0,47
01/08/2022,FALSE,FALSE,Huyện,Thạch Thất,184590,184,188909,239,1629,76,121,0,24
01/08/2022,FALSE,FALSE,Huyện,Quốc Oai,147910,148,152680,259,1559,80,93,2,45
01/08/2022,FALSE,FALSE,Huyện,Chương Mỹ,232410,232,234442,244,1861,78,136,0,30
01/08/2022,FALSE,FALSE,Huyện,Đan Phượng,77350,77,79034,259,1346,79,105,0,38
01/08/2022,FALSE,FALSE,Huyện,Hoài Đức,82470,82,82919,251,1343,84,88,0,67
01/08/2022,FALSE,FALSE,Huyện,Mỹ Đức,226200,226,229084,255,1309,72,125,0,20
01/08/2022,FALSE,FALSE,Huyện,Ứng Hòa,183750,184,184233,253,1611,69,106,0,50
01/08/2022,FALSE,FALSE,Huyện,Thường Tín,127390,127,128202,252,1344,83,82,0,17
01/08/2022,FALSE,FALSE,Huyện,Phú Xuyên,171100,171,178791,255,1455,73,118,0,35
01/08/2022,FALSE,FALSE,Huyện,Mê Linh,240555,142,243464,273,1602,73,96,0,47
01/08/2022,FALSE,FALSE,Huyện,Sơn Tây,145856,113,146957,257,1847,73,122,0,21
02/08/2022,FALSE,FALSE,Quận,Ba Đình,221893,92,45195,261,1882,71,147,0,80
02/08/2022,FALSE,FALSE,Quận,Hoàn Kiếm,135618,53,136048,263,1604,82,99,0,71
02/08/2022,FALSE,FALSE,Quận,Hai Bà Trưng,303586,101,309413,268,1900,73,91,0,78
02/08/2022,FALSE,FALSE,Quận,Đống Đa,371606,99,375571,27,1597,75,131,0,73
02/08/2022,FALSE,FALSE,Quận,Tây Hồ,160495,244,291577,254,1474,77,133,0,53
02/08/2022,FALSE,FALSE,Quận,Cầu Giấy,292536,123,299004,273,1513,80,147,0,93
02/08/2022,FALSE,FALSE,Quận,Thanh Xuân,293524,91,294969,276,1775,77,117,0,75
02/08/2022,FALSE,FALSE,Quận,Hoàng Mai,506347,403,511360,261,1640,68,114,0,72
02/08/2022,FALSE,FALSE,Quận,Long Biên,322549,599,328753,261,1720,79,139,0,74
02/08/2022,FALSE,FALSE,Quận,Nam Từ Liêm,264246,322,264271,263,1595,82,105,0,56
02/08/2022,FALSE,FALSE,Quận,Bắc Từ Liêm,335110,453,340103,254,1628,80,81,0,71
02/08/2022,FALSE,FALSE,Quận,Hà Đông,397854,483,400115,255,1545,76,91,0,63
02/08/2022,FALSE,FALSE,Huyện,Thanh Trì,275745,63,284468,257,1688,70,116,0,41
02/08/2022,FALSE,FALSE,Huyện,Gia Lâm,286102,115,288986,247,1904,74,123,0,48
02/08/2022,FALSE,FALSE,Huyện,Đông Anh,405749,182,405791,249,1401,68,113,0,55
02/08/2022,FALSE,FALSE,Huyện,Sóc Sơn,343432,306,345200,264,1766,83,98,0,19
02/08/2022,FALSE,FALSE,Huyện,Ba Vì,424030,424,434621,252,1394,77,84,0,42
02/08/2022,FALSE,FALSE,Huyện,Phúc Thọ,117190,117,119023,254,1742,83,124,0,47
02/08/2022,FALSE,FALSE,Huyện,Thạch Thất,184590,184,188909,239,1845,69,100,0,24
02/08/2022,FALSE,FALSE,Huyện,Quốc Oai,147910,148,152680,259,1821,66,96,0,45
02/08/2022,FALSE,FALSE,Huyện,Chương Mỹ,232410,232,234442,244,1325,65,97,0,30
02/08/2022,FALSE,FALSE,Huyện,Đan Phượng,77350,77,79034,259,1417,76,108,0,38
02/08/2022,FALSE,FALSE,Huyện,Hoài Đức,82470,82,82919,251,1698,71,112,0,67
02/08/2022,FALSE,FALSE,Huyện,Mỹ Đức,226200,226,229084,255,1609,84,137,0,20
02/08/2022,FALSE,FALSE,Huyện,Ứng Hòa,183750,184,184233,253,1780,66,130,0,50
02/08/2022,FALSE,FALSE,Huyện,Thường Tín,127390,127,128202,252,1903,71,105,0,17
02/08/2022,FALSE,FALSE,Huyện,Phú Xuyên,171100,171,178791,255,1523,81,120,0,35
02/08/2022,FALSE,FALSE,Huyện,Mê Linh,240555,142,243464,273,1670,71,119,0,47
02/08/2022,FALSE,FALSE,Huyện,Sơn Tây,145856,113,146957,257,1579,75,124,0,21
03/08/2022,FALSE,FALSE,Quận,Ba Đình,221893,92,45195,261,1490,71,129,0,80
03/08/2022,FALSE,FALSE,Quận,Hoàn Kiếm,135618,53,136048,263,1640,66,138,0,71
03/08/2022,FALSE,FALSE,Quận,Hai Bà Trưng,303586,101,309413,268,1441,75,144,0,78
03/08/2022,FALSE,FALSE,Quận,Đống Đa,371606,99,375571,27,1730,81,107,0,73
03/08/2022,FALSE,FALSE,Quận,Tây Hồ,160495,244,291577,254,1708,70,142,0,53
03/08/2022,FALSE,FALSE,Quận,Cầu Giấy,292536,123,299004,273,1799,74,135,0,93
03/08/2022,FALSE,FALSE,Quận,Thanh Xuân,293524,91,294969,276,1759,70,90,0,75
03/08/2022,FALSE,FALSE,Quận,Hoàng Mai,506347,403,511360,261,1521,69,82,0,72
03/08/2022,FALSE,FALSE,Quận,Long Biên,322549,599,328753,261,1452,71,85,0,74
03/08/2022,FALSE,FALSE,Quận,Nam Từ Liêm,264246,322,264271,263,1364,70,122,0,56
03/08/2022,FALSE,FALSE,Quận,Bắc Từ Liêm,335110,453,340103,254,1793,69,139,0,71
03/08/2022,FALSE,FALSE,Quận,Hà Đông,397854,483,400115,255,1868,74,106,0,63
03/08/2022,FALSE,FALSE,Huyện,Thanh Trì,275745,63,284468,257,1547,82,147,0,41
03/08/2022,FALSE,FALSE,Huyện,Gia Lâm,286102,115,288986,247,1332,68,131,0,48
03/08/2022,FALSE,FALSE,Huyện,Đông Anh,405749,182,405791,249,1336,74,108,0,55
03/08/2022,FALSE,FALSE,Huyện,Sóc Sơn,343432,306,345200,264,1713,71,104,0,19
03/08/2022,FALSE,FALSE,Huyện,Ba Vì,424030,424,434621,252,1470,80,89,0,42
03/08/2022,FALSE,FALSE,Huyện,Phúc Thọ,117190,117,119023,254,1629,77,133,0,47
03/08/2022,FALSE,FALSE,Huyện,Thạch Thất,184590,184,188909,239,1812,82,90,0,24
03/08/2022,FALSE,FALSE,Huyện,Quốc Oai,147910,148,152680,259,1775,70,104,0,45
